Accession	family	query_name	Resfams_description	Ontology_Level
RF0002	AAC3	MEG_56|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	gene
RF0002	AAC3	MEG_57|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	gene
RF0002	AAC3	MEG_58|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	gene
RF0002	AAC3	MEG_60|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	gene
RF0002	AAC3	MEG_61|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	gene
RF0002	AAC3	MEG_62|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	gene
RF0003	AAC3-I	MEG_63|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
RF0002	AAC3	MEG_65|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	gene
RF0002	AAC3	MEG_66|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	gene
RF0003	AAC3-I	MEG_67|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
RF0003	AAC3-I	MEG_68|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3-PRIME	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
RF0003	AAC3-I	MEG_69|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3-PRIME	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
RF0003	AAC3-I	MEG_70|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3-PRIME	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
RF0004	AAC6-I	MEG_74|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0033	APH3	MEG_75|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	gene
RF0004	AAC6-I	MEG_83|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_84|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_85|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_86|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_87|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_89|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_90|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_91|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_92|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0005	AAC6-Ib	MEG_105|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_106|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0004	AAC6-I	MEG_120|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_121|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0005	AAC6-Ib	MEG_125|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0006	AAC6-II	MEG_127|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	family
RF0006	AAC6-II	MEG_129|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	family
RF0005	AAC6-Ib	MEG_130|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0006	AAC6-II	MEG_131|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	family
RF0004	AAC6-I	MEG_136|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_137|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_138|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_139|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_140|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_141|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_142|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_143|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_144|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_145|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_152|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_170|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_171|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_172|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_173|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_174|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_175|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0006	AAC6-II	MEG_180|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	family
RF0033	APH3	MEG_185|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	gene
RF0004	AAC6-I	MEG_194|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_203|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0006	AAC6-II	MEG_204|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	family
RF0006	AAC6-II	MEG_206|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	family
RF0006	AAC6-II	MEG_207|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	family
RF0006	AAC6-II	MEG_208|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	family
RF0004	AAC6-I	MEG_211|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0005	AAC6-Ib	MEG_214|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_215|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_216|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_217|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_218|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_219|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_221|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_222|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_223|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_224|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_225|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_226|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_227|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_228|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_231|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_232|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_233|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_234|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_235|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_236|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_237|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_238|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_239|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_240|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_241|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_243|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_244|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0004	AAC6-I	MEG_265|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_266|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_269|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0006	AAC6-II	MEG_272|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	family
RF0006	AAC6-II	MEG_273|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	family
RF0005	AAC6-Ib	MEG_275|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0004	AAC6-I	MEG_277|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_281|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_283|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0005	AAC6-Ib	MEG_293|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0004	AAC6-I	MEG_294|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0005	AAC6-Ib	MEG_299|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_301|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0005	AAC6-Ib	MEG_302|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0004	AAC6-I	MEG_303|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_304|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0005	AAC6-Ib	MEG_308|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0004	AAC6-I	MEG_309|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0006	AAC6-II	MEG_310|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	family
RF0005	AAC6-Ib	MEG_311|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0004	AAC6-I	MEG_313|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0005	AAC6-Ib	MEG_314|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0033	APH3	MEG_316|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	gene
RF0004	AAC6-I	MEG_317|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0004	AAC6-I	MEG_318|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0005	AAC6-Ib	MEG_319|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
