Accession	family	query_name	Resfams_description	Ontology_Level
RF0108	NDM-CcrA	gb|AGT37351.1|ARO:3002360|NDM-10	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	family
RF0113	Qnr	gb|AGL43627.1|ARO:3002778|QnrB66	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	family
RF0119	SHV-LEN	gb|AAN04884.1|ARO:3001100|SHV-42	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0056	ClassD	gb|AAK49460.1|ARO:3001429|OXA-35	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0119	SHV-LEN	gb|AAF64386.1|ARO:3001076|SHV-18	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0119	SHV-LEN	gb|CAJ47134.2|ARO:3001133|SHV-79	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0126	TEM	gb|CAA71322.1|ARO:3000916|TEM-47	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0126	TEM	gb|CAA46346.1|ARO:3000887|TEM-16	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0162	VIM	gb|AGC50807.1|ARO:3002307|VIM-37	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	gene
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AIT76085.1|ARO:3001849|ACT-29	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|CAA71947.1|ARO:3002157|FOX-3	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0161	VEB-PER	gb|ACE77058.1|ARO:3002366|PER-4	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	family
RF0064	DIM-GIM-SIM	gb|CAF05908.1|ARO:3000845|GIM-1	"A grouping of the related DIM, GIM, and SIM beta-lactamases (subclass B1 (metallo-) beta-lactamases)" [ARO:3000848;ARO:3000845;ARO:3000846]	family
RF0080	IMP	gb|BAM62793.1|ARO:3002233|IMP-42	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
RF0126	TEM	gb|AAK82652.1|ARO:3000965|TEM-102	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0126	TEM	gb|AAB39956.1|ARO:3000979|TEM-116	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|ADK55605.1|ARO:3002066|CMY-55	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0159	vanY	gb|AAA65958.1|ARO:3002955|vanYA	VanY: glycopeptide resistance gene [ARO:3000077]	variant
RF0059	CTXM	gb|AAY84742.1|ARO:3001904|CTX-M-42	CTX-M beta-lactamase (class a) [ARO:3000016]	gene
RF0119	SHV-LEN	gb|ACI22621.1|ARO:3001154|SHV-105	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AFK73446.1|ARO:3002092|CMY-79	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|ADT91162.1|ARO:3002067|CMY-56	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0056	ClassD	gb|AJA32744.1|ARO:3003149|OXA-426	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|ADP02979.1|ARO:3002059|CMY-48	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0113	Qnr	gb|AEL00461.1|ARO:3002753|QnrB38	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	family
RF0126	TEM	gb|AAT46413.1|ARO:3000972|TEM-109	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0161	VEB-PER	gb|CAG27800.1|ARO:3003203|TLA-2	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	family
RF0119	SHV-LEN	gb|CAI76927.1|ARO:3001071|SHV-12	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0056	ClassD	gb|AAT01092.1|ARO:3001773|OXA-61	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0044	CARB-PSE	gb|AAC09012.1|ARO:3002243|CARB-4	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
RF0050	Chlor_Acetyltrans_CAT	gb|AAL68645.1|ARO:3002681|catB9	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0126	TEM	gb|AAC32889.2|ARO:3000912|TEM-43	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0055	ClassC-AmpC	gb|ACQ82813.1|ARO:3002507|PDC-8	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
RF0067	Erm23S_rRNA_methyltrans	gb|CAB60001.1|ARO:3000326|ErmE	Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560]	family
RF0161	VEB-PER	gb|ABN80430.1|ARO:3002375|VEB-5	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	family
RF0126	TEM	gb|AAG44570.1|ARO:3000954|TEM-87	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0113	Qnr	gb|CAP45903.1|ARO:3002733|QnrB18	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	family
RF0087	LRA	gb|ACH58989.1|ARO:3002488|LRA-9	LRA beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000852]	gene
RF0162	VIM	gb|AAZ73123.1|ARO:3002282|VIM-12	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	gene
RF0027	ANT3	gb|AAN34365.1|ARO:3002604|aadA4	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
RF0115	RND_efflux	gb|AAC76539.1|ARO:3000796|mdtF	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	family
RF0162	VIM	gb|AFN88953.1|ARO:3002304|VIM-34	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	gene
RF0119	SHV-LEN	gb|ABA06586.1|ARO:3001119|SHV-64	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0081	IND	gb|BAJ05825.1|ARO:3002263|IND-7	IND beta-lactamases (subclass B1 (metallo-) beta-lactamase) [ARO:3000060]	gene
RF0119	SHV-LEN	gb|AJO16042.1|ARO:3001364|SHV-182	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0126	TEM	gb|ADR71220.1|ARO:3001045|TEM-183	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0059	CTXM	gb|AEM44652.1|ARO:3001972|CTX-M-112	CTX-M beta-lactamase (class a) [ARO:3000016]	gene
RF0059	CTXM	gb|AAV97955.1|ARO:3001912|CTX-M-50	CTX-M beta-lactamase (class a) [ARO:3000016]	gene
RF0126	TEM	gb|BAL68178.1|ARO:3001057|TEM-198	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0120	SME	gb|AHV85514.1|ARO:3002383|SME-5	SME beta-lactamase (class a) [ARO:3000055]	gene
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|BAB72158.1|ARO:3002020|CMY-9	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0051	Chlor_Efflux_Pump	gb|CAA42594.1|ARO:3002690|cml	chloramphenicol efflux pump [ARO:3001212]	family
RF0113	Qnr	gb|ABG56269.1|ARO:3002724|QnrB10	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	family
RF0006	AAC6-II	gb|AAA25680.1|ARO:3002595|AAC(6')-IIb	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	family
RF0154	vanR	gb|AAB05622.1|ARO:3002921|vanRB	"VanR: transcriptional activator regulating VanA, VanH and VanX" [ARO:3000574]	variant
RF0124	SubclassB2	gb|CAA40386.1|ARO:3003103|cphA7	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	family
RF0080	IMP	gb|CAD12765.1|ARO:3002203|IMP-12	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
RF0056	ClassD	gb|AFM55000.1|ARO:3001692|OXA-229	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0056	ClassD	gb|CAK50801.1|ARO:3001646|OXA-98	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0056	ClassD	gb|AAG35609.2|ARO:3001422|OXA-27	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0119	SHV-LEN	gb|ABH04327.1|ARO:3001144|SHV-92	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0027	ANT3	gb|ACJ47200.1|ARO:3002612|aadA12	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
RF0050	Chlor_Acetyltrans_CAT	gb|AFQ93498.1|ARO:3002676|catB3	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0119	SHV-LEN	gb|ACN65419.1|ARO:3002432|OKP-A-15	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0115	RND_efflux	gb|CAJ77856.1|ARO:3000777|adeF	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	family
RF0126	TEM	gb|AFC75525.1|ARO:3001055|TEM-195	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0004	AAC6-I	gb|BAH66386.1|ARO:3002574|AAC(6')-Iaf	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
RF0007	ABC_efflux	gb|ABH10964.1|ARO:3002830|vgaALC	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	variant
RF0056	ClassD	gb|AFH36332.1|ARO:3001677|OXA-236	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0119	SHV-LEN	gb|ACB73258.1|ARO:3001112|SHV-56	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0083	KPC	gb|ACI95258.1|ARO:3002318|KPC-8	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	gene
RF0056	ClassD	gb|AHL30276.1|ARO:3001562|OXA-376	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0162	VIM	gb|AFP99885.1|ARO:3002299|VIM-29	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	gene
RF0127	TetA	gb|ACD35503.1|ARO:3000572|tet(42)	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	gene
RF0134	tet_MFS_efflux	gb|AEM62948.1|ARO:3003196|tet(45)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	gene
RF0131	TetE	gb|AAA71915.1|ARO:3000173|tet(E)	tetE: tetracycline resistance MFS efflux pump [ARO:3000173]	gene
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|BAF95726.1|ARO:3002050|CMY-39	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0162	VIM	gb|ABW90721.1|ARO:3002287|VIM-17	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	gene
RF0080	IMP	gb|AEU17778.1|ARO:3002224|IMP-33	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
RF0080	IMP	gb|ABM67078.1|ARO:3002210|IMP-19	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
RF0126	TEM	gb|AAF05612.1|ARO:3000944|TEM-78	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0049	CfxA	gb|AAD23513.1|ARO:3003002|CfxA2	CfxA cephalosporin (class a) [ARO:3001211]	gene
RF0059	CTXM	gb|AAN38836.1|ARO:3001886|CTX-M-24	CTX-M beta-lactamase (class a) [ARO:3000016]	gene
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|ACA30420.1|ARO:3002036|CMY-25	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0080	IMP	gb|BAQ56016.1|ARO:3003659|IMP-51	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
RF0153	vanH	gb|AAA65955.1|ARO:3002942|vanHA	VanH: D-specific alpha-ketoacid dehydrogenase that synthesizes D-lactate [ARO:3000006]	variant
RF0113	Qnr	gb|AAZ04784.1|ARO:3002711|QnrA5	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	variant
RF0062	DHA	gb|AIT76102.1|ARO:3002150|DHA-19	DHA beta-lactamase (class c) [ARO:3000068]	gene
RF0076	GES	gb|ADC91899.1|ARO:3002343|GES-14	GES beta-lactamase (class a) [ARO:3000066]	gene
RF0023	adeS	gb|ADM92606.1|ARO:3000549|adeS	adeS: gene modulating antibiotic efflux regulating AdeABC [ARO:3000549]	gene
RF0055	ClassC-AmpC	gb|CAC04522.1|ARO:3002514|OCH-1	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
RF0056	ClassD	gb|AGD91915.1|ARO:3001778|OXA-232	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0056	ClassD	gb|AGW83446.1|ARO:3001535|OXA-348	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0119	SHV-LEN	gb|ABA60809.1|ARO:3001141|SHV-89	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0059	CTXM	gb|AAK55534.1|ARO:3001881|CTX-M-19	CTX-M beta-lactamase (class a) [ARO:3000016]	gene
RF0056	ClassD	gb|AEB98921.1|ARO:3001480|OXA-195	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0056	ClassD	gb|AFC95894.1|ARO:3001814|OXA-199	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0059	CTXM	gb|AAV70602.1|ARO:3001900|CTX-M-38	CTX-M beta-lactamase (class a) [ARO:3000016]	gene
RF0126	TEM	gb|AAQ01671.1|ARO:3000983|TEM-121	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0119	SHV-LEN	gb|CAI30650.2|ARO:3001116|SHV-61	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0059	CTXM	gb|ABM97538.1|ARO:3001919|CTX-M-58	CTX-M beta-lactamase (class a) [ARO:3000016]	gene
RF0059	CTXM	gb|ABN48311.1|ARO:3001918|CTX-M-56	CTX-M beta-lactamase (class a) [ARO:3000016]	gene
RF0126	TEM	gb|AAW47922.1|ARO:3001002|TEM-138	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0055	ClassC-AmpC	gb|BAA23130.1|ARO:3002493|SRT-1	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
RF0053	ClassA	gb|AAP93847.1|ARO:3002477|LEN-14	Class A beta-lactamase [ARO:3000078]	family
RF0055	ClassC-AmpC	gb|CAC17623.1|ARO:3002516|OCH-3	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
RF0119	SHV-LEN	gb|ABV72593.1|ARO:3001150|SHV-101	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0053	ClassA	gb|AAL17873.1|ARO:3002403|OXY-2-8	Class A beta-lactamase [ARO:3000078]	family
RF0162	VIM	gb|AJP67511.1|ARO:3003179|VIM-43	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	gene
RF0076	GES	gb|CBG22732.1|ARO:3002341|GES-12	GES beta-lactamase (class a) [ARO:3000066]	gene
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AHL39330.1|ARO:3002117|CMY-105	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0005	AAC6-Ib	gb|AAL82588.1|ARO:3002600|AAC(3)-Ib/AAC(6')-Ib''	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	variant
RF0119	SHV-LEN	gb|AAL68926.1|ARO:3001093|SHV-35	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0126	TEM	gb|AGK82336.1|ARO:3001383|TEM-206	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0056	ClassD	gb|CAA71699.2|ARO:3001416|OXA-21	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0119	SHV-LEN	gb|AEI83429.1|ARO:3001168|SHV-121	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0119	SHV-LEN	gb|AXA30439.1|ARO:3002459|LEN-9	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0158	vanX	gb|AAA65957.1|ARO:3002949|vanXA	VanX: glycopeptide resistance gene [ARO:3000011]	variant
RF0119	SHV-LEN	gb|CAP12354.2|ARO:3002429|OKP-A-12	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0126	TEM	gb|AAF66653.1|ARO:3000959|TEM-92	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AHA80101.1|ARO:3002112|CMY-100	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0041	BlaB	gb|AAK38324.1|ARO:3000840|JOHN-1	Beta-lactamase B (BlaB) (subclass B1 (metallo-) beta-lactamase) [ARO:3000579]	variant
RF0076	GES	gb|BAD06399.1|ARO:3002332|GES-3	GES beta-lactamase (class a) [ARO:3000066]	gene
