Accession	family	query_name	Resfams_description	Ontology_Level
MB-RF003	AAC3-I	MEG_48|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_49|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF002	AAC3	MEG_50|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	gene
MB-RF003	AAC3-I	MEG_51|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_52|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_53|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_54|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_55|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_56|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_57|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_58|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_60|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_61|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_62|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_63|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_65|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_66|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_67|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_68|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3-PRIME	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_69|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3-PRIME	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	MEG_70|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3-PRIME	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF004	AAC6-I	MEG_71|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF011	Aminoglycoside	MEG_72|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Determinant of Aminoglycoside Resistance	family
MB-RF004	AAC6-I	MEG_74|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_75|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_76|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_77|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_78|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_79|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_80|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_81|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_82|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_88|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_105|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_106|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF011	Aminoglycoside	MEG_107|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Determinant of Aminoglycoside Resistance	family
MB-RF004	AAC6-I	MEG_108|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_109|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_110|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_111|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_112|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_113|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_114|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_115|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_116|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_117|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_118|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_119|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_120|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_121|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_122|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_125|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_126|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF005	AAC6-II	MEG_127|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	variant
MB-RF005	AAC6-II	MEG_128|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	variant
MB-RF005	AAC6-II	MEG_129|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	variant
MB-RF004	AAC6-I	MEG_130|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF005	AAC6-II	MEG_131|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	variant
MB-RF004	AAC6-I	MEG_132|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF011	Aminoglycoside	MEG_136|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Determinant of Aminoglycoside Resistance	family
MB-RF004	AAC6-I	MEG_164|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_165|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_174|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF011	Aminoglycoside	MEG_175|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Determinant of Aminoglycoside Resistance	family
MB-RF004	AAC6-I	MEG_176|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_177|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF005	AAC6-II	MEG_180|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	variant
MB-RF004	AAC6-I	MEG_182|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_183|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_184|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_185|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_194|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_202|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF011	Aminoglycoside	MEG_203|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Determinant of Aminoglycoside Resistance	family
MB-RF005	AAC6-II	MEG_204|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	variant
MB-RF005	AAC6-II	MEG_205|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	variant
MB-RF005	AAC6-II	MEG_206|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	variant
MB-RF005	AAC6-II	MEG_207|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	variant
MB-RF005	AAC6-II	MEG_208|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	variant
MB-RF004	AAC6-I	MEG_212|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_213|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_214|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_215|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_216|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_217|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_218|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_219|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_221|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_222|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_223|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_224|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_225|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_226|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_227|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_228|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_231|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_232|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_233|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_234|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_235|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_236|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_237|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_238|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_239|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_240|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_241|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_243|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_244|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_257|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_258|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_261|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_265|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_266|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_272|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF005	AAC6-II	MEG_273|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	variant
MB-RF004	AAC6-I	MEG_275|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_277|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_280|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF004	AAC6-I	MEG_281|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
