Accession	family	query_name	Resfams_description	Ontology_Level
NF012173.1	CMY2-MIR-ACT-EC	DLFM05_00026|Ecoli-LibraryB_ATM_1|gene-2|+|161-1294|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF012198.0	MarA_TF	DLFM05_00030|Ecoli-LibraryA_TGC_10|gene-3|+|1099-1482|complete	MarA_TF: MDR efflux pump AcrAB transcriptional activator MarA	family
NF012198.0	MarA_TF	DLFM05_00031|Ecoli-LibraryA_TET_8|gene-2|+|553-936|complete	MarA_TF: MDR efflux pump AcrAB transcriptional activator MarA	family
NF012173.1	CMY2-MIR-ACT-EC	DLFM05_00037|Ecoli-LibraryA_PIP_1|gene-2|+|478-1611|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF012173.1	CMY2-MIR-ACT-EC	DLFM05_00039|Ecoli-LibraryA_PEN_9|gene-7|-|2948-4081|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF012173.1	CMY2-MIR-ACT-EC	DLFM05_00042|Ecoli-LibraryA_CAZ_1|gene-1|+|55-1188|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF033111.2	tet_monoox_X	DLFM05_00049|T100-3_TET_12|gene-2|-|588-1754|complete	tet_monoox_X: tetracycline-inactivating monooxygenase Tet(X)	gene
NF012153.1	tet_protect	DLFM05_00060|F3_TET_1|gene-1|+|473-2674|complete	tet_protect: tetracycline resistance ribosomal protection protein	family
NF033148.1	tet_protect_M_W	DLFM05_00062|T100-1_TET_1|gene-1|+|166-2085|complete	tet_protect_M_W: TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein	family
NF033103.1	bla_class_A	DLFM05_00066|337_PEN_1|gene-1|-|390-1307|complete	bla_class_A: class A beta-lactamase	family
NF033105.1	bla_subclass_B3	DLFM05_00067|337_PEN_16|gene-3|+|1046-1969|complete	bla_subclass_B3: subclass B3 metallo-beta-lactamase	family
NF033105.1	bla_subclass_B3	DLFM05_00068|337_PEN_15|gene-1|+|89-1045|complete	bla_subclass_B3: subclass B3 metallo-beta-lactamase	family
NF033105.1	bla_subclass_B3	DLFM05_00069|337_PEN_14|gene-2|+|712-1602|complete	bla_subclass_B3: subclass B3 metallo-beta-lactamase	family
NF033105.1	bla_subclass_B3	DLFM05_00070|337_PEN_13|gene-9|+|4705-5652|complete	bla_subclass_B3: subclass B3 metallo-beta-lactamase	family
NF033105.1	bla_subclass_B3	DLFM05_00071|337_PEN_11|gene-2|+|464-1354|complete	bla_subclass_B3: subclass B3 metallo-beta-lactamase	family
NF033103.1	bla_class_A	DLFM05_00072|337_CAZ_1|gene-2|+|703-1620|complete	bla_class_A: class A beta-lactamase	family
NF000491.1	chloram_CatA	DLFM05_00079|O23_CHL_21|gene-3|-|997-1638|complete	chloram_CatA: type A chloramphenicol O-acetyltransferase	gene
NF033148.1	tet_protect_M_W	DLFM05_00084|341_TET_1|gene-1|+|202-2121|complete	tet_protect_M_W: TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein	family
NF033103.1	bla_class_A	DLFM05_00088|337_PIP_2|gene-1|+|201-1118|complete	bla_class_A: class A beta-lactamase	family
NF033103.1	bla_class_A	DLFM05_00089|337_TZP_2|gene-1|-|282-1199|complete	bla_class_A: class A beta-lactamase	family
NF012229.1	bla_class_B_core	DLFM05_00091|337_PEN_34|gene-2|+|562-1008|complete	bla_class_B_core: metallo-beta-lactamase	family
NF033105.1	bla_subclass_B3	DLFM05_00093|337_PEN_24|gene-2|+|822-1709|complete	bla_subclass_B3: subclass B3 metallo-beta-lactamase	family
NF033111.2	tet_monoox_X	DLFM05_00095|220_TET_1|gene-1|-|74-1240|complete	tet_monoox_X: tetracycline-inactivating monooxygenase Tet(X)	gene
NF033111.2	tet_monoox_X	DLFM05_00096|242_TET_1|gene-2|+|517-1683|complete	tet_monoox_X: tetracycline-inactivating monooxygenase Tet(X)	gene
NF033111.2	tet_monoox_X	DLFM05_00098|242_TGC_2|gene-1|-|209-1369|complete	tet_monoox_X: tetracycline-inactivating monooxygenase Tet(X)	gene
NF012228.1	RobA_TF	DLFM05_00099|Ecoli-LibraryA_TGC_6|gene-6|-|2116-2985|complete	RobA_TF: MDR efflux pump AcrAB transcriptional activator RobA	gene
NF012173.1	CMY2-MIR-ACT-EC	DLFM08_00001|B2_AMX_1|gene-4|-|1238-2371|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF012173.1	CMY2-MIR-ACT-EC	DLFM08_00002|B3_AMX_1|gene-2|+|464-1597|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF033089.1	blaCTX-M	DLFM08_00008|B4_AMX_6|gene-2|-|1365-2207|complete	blaCTX-M: CTX-M family class A extended-spectrum beta-lactamase	gene
NF012173.1	CMY2-MIR-ACT-EC	DLFM08_00016|B4_AMX_14|gene-7|-|3281-4414|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF012173.1	CMY2-MIR-ACT-EC	DLFM08_00037|B4_AMX_35|gene-2|+|261-1406|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF000531.2	blaTEM	DLFM08_00038|B4_AMX_36|gene-1|-|103-963|complete	blaTEM: TEM family class A beta-lactamase	gene
NF000448.2	blaACI	DLFM08_00045|B7_AMX_6|gene-2|-|427-1281|complete	blaACI: ACI family class A beta-lactamase	gene
NF012173.1	CMY2-MIR-ACT-EC	DLFM08_00046|B7_AMX_7|gene-5|+|1722-2918|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF000285.3	SHV	DLFM08_00050|B7_AMX_11|gene-2|-|103-963|complete	SHV: SHV family class A beta-lactamase	gene
NF033100.1	bla_CfxA	DLFM08_00060|B8_AMX_2|gene-4|+|2672-3634|complete	bla_CfxA: CfxA family class A broad-spectrum beta-lactamase	gene
NF012173.1	CMY2-MIR-ACT-EC	DLFM08_00069|B4_ATM_1|gene-6|-|1954-3087|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF012173.1	CMY2-MIR-ACT-EC	DLFM08_00070|B4_ATM_2|gene-3|-|989-2134|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF012144.2	ramA_TF	DLFM08_00098|B4_CHL_4|gene-6|-|3336-3677|complete	ramA_TF: RamA family antibiotic efflux transcriptional regulator	family
NF012144.2	ramA_TF	DLFM08_00102|B4_CHL_8|gene-4|-|1057-1398|complete	ramA_TF: RamA family antibiotic efflux transcriptional regulator	family
NF012198.0	MarA_TF	DLFM08_00135|B6_CHL_1|gene-2|+|95-478|complete	MarA_TF: MDR efflux pump AcrAB transcriptional activator MarA	family
NF000491.1	chloram_CatA	DLFM08_00142|B8_CHL_2|gene-4|-|1139-1795|complete	chloram_CatA: type A chloramphenicol O-acetyltransferase	gene
NF012173.1	CMY2-MIR-ACT-EC	DLFM08_00152|B4_FOX_5|gene-2|+|231-1364|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF012198.0	MarA_TF	DLFM08_00153|B4_FOX_6|gene-3|+|1768-2604|complete	MarA_TF: MDR efflux pump AcrAB transcriptional activator MarA	family
NF012173.1	CMY2-MIR-ACT-EC	DLFM08_00163|B4_CAZ_2|gene-6|-|1945-3078|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF033103.1	bla_class_A	DLFM08_00166|B7_CAZ_2|gene-3|+|1093-1905|complete	bla_class_A: class A beta-lactamase	family
NF000466.2	16S_rRNA_Rmt_gen	DLFM08_00169|B2_GEN_1|gene-4|-|1936-2739|complete	16S_rRNA_Rmt_gen: Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase	family
NF000466.2	16S_rRNA_Rmt_gen	DLFM08_00170|B2_GEN_2|gene-2|-|738-1505|complete	16S_rRNA_Rmt_gen: Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase	family
NF000466.2	16S_rRNA_Rmt_gen	DLFM08_00172|B2_GEN_4|gene-4|-|1548-2291|complete	16S_rRNA_Rmt_gen: Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase	family
NF000466.2	16S_rRNA_Rmt_gen	DLFM08_00178|B2_GEN_10|gene-2|+|414-1166|complete	16S_rRNA_Rmt_gen: Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase	family
NF000466.2	16S_rRNA_Rmt_gen	DLFM08_00180|B3_GEN_1|gene-2|+|221-1024|complete	16S_rRNA_Rmt_gen: Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase	family
NF000466.2	16S_rRNA_Rmt_gen	DLFM08_00181|B7_GEN_1|gene-2|+|78-830|complete	16S_rRNA_Rmt_gen: Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase	family
NF000466.2	16S_rRNA_Rmt_gen	DLFM08_00182|B8_GEN_1|gene-1|-|55-807|complete	16S_rRNA_Rmt_gen: Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase	family
NF000007.1	16S_rRNA_Rmt_D	DLFM08_00184|B8_GEN_3|gene-3|-|1051-1794|complete	16S_rRNA_Rmt_D: RmtD family 16S rRNA (guanine(1405)-N(7))-methyltransferase	variant
NF012173.1	CMY2-MIR-ACT-EC	DLFM08_00185|B2_PEN_1|gene-4|-|1209-2342|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF012173.1	CMY2-MIR-ACT-EC	DLFM08_00186|B3_PEN_1|gene-4|-|1317-2450|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF012144.2	ramA_TF	DLFM08_00187|B3_PEN_2|gene-4|-|945-1286|complete	ramA_TF: RamA family antibiotic efflux transcriptional regulator	family
NF012173.1	CMY2-MIR-ACT-EC	DLFM08_00191|B4_PEN_4|gene-3|+|1364-2509|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF012173.1	CMY2-MIR-ACT-EC	DLFM08_00207|B7_PEN_4|gene-3|-|875-2008|complete	CMY2-MIR-ACT-EC: CMY2/MIR/ACT/EC family class c beta-lactamase	variant
NF000285.3	SHV	DLFM08_00209|B7_PEN_6|gene-3|+|1277-2143|complete	SHV: SHV family class A beta-lactamase	gene
NF012174.0	tet_MFS_A_B_C_D	DLFM08_00215|B2_TET_4|gene-3|+|1408-2682|complete	tet_MFS_A_B_C_D: Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	variant
NF012174.0	tet_MFS_A_B_C_D	DLFM08_00216|B3_TET_1|gene-3|+|1430-2704|complete	tet_MFS_A_B_C_D: Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	variant
NF012144.2	ramA_TF	DLFM08_00221|B4_TET_3|gene-2|-|273-647|complete	ramA_TF: RamA family antibiotic efflux transcriptional regulator	variant
NF033148.1	tet_protect_M_W	DLFM08_00222|B4_TET_4|gene-2|-|152-2071|complete	tet_protect_M_W: TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein	family
NF033148.1	tet_protect_M_W	DLFM08_00223|B4_TET_5|gene-2|-|485-2404|complete	tet_protect_M_W: TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein	family
NF033148.1	tet_protect_M_W	DLFM08_00231|B7_TET_8|gene-1|+|132-2051|complete	tet_protect_M_W: TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein	family
NF033148.1	tet_protect_M_W	DLFM08_00232|B7_TET_9|gene-1|+|163-2082|complete	tet_protect_M_W: TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein	family
NF033148.1	tet_protect_M_W	DLFM08_00235|B7_TET_12|gene-4|+|2362-4281|complete	tet_protect_M_W: TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein	family
NF033148.1	tet_protect_M_W	DLFM08_00256|B8_TET_20|gene-2|-|485-2404|complete	tet_protect_M_W: TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein	family
NF000330.1	trim_DfrA1_like	DLFM08_00469|B3_TMP_12|gene-2|+|346-804|complete	trim_DfrA1_like: trimethoprim-resistant dihydrofolate reductase DfrA	variant
NF000330.1	trim_DfrA1_like	DLFM08_00557|B4_TMP_49|gene-2|-|460-933|complete	trim_DfrA1_like: trimethoprim-resistant dihydrofolate reductase DfrA	variant
NF000330.1	trim_DfrA1_like	DLFM08_00852|B7_TMP_89|gene-3|+|1255-1728|complete	trim_DfrA1_like: trimethoprim-resistant dihydrofolate reductase DfrA	variant
NF000358.1	sat2	DLFM08_00852|B7_TMP_89|gene-4|+|1823-2347|complete	sat2: streptothricin N-acetyltransferase Sat2	variant
NF033134.0	cmlA_floR	DLFM03_00002|S21_CHL_5|gene-2|-|565-1737|complete	cmlA_floR: CmlA/FloR family chloramphenicol efflux MFS transporter	variant
NF033105.1	bla_subclass_B3	DLFM03_00023|S20_TZP_4|gene-5|-|2392-3276|complete	bla_subclass_B3: subclass B3 metallo-beta-lactamase	family
NF033105.1	bla_subclass_B3	DLFM03_00141|S17_PEN_4|gene-4|-|3550-4431|complete	bla_subclass_B3: subclass B3 metallo-beta-lactamase	family
NF033082.0	AAC_3	DLFM03_00154|S17_GEN_1|gene-3|-|2971-3801|complete	AAC_3: aminoglycoside 3-N-acetyltransferase	gene
NF012144.2	ramA_TF	DLFM03_00194|S16_FOX_3|gene-1|+|77-418|complete	ramA_TF: RamA family antibiotic efflux transcriptional regulator	gene
NF033105.1	bla_subclass_B3	DLFM03_00404|S12_CAZ_5|gene-2|+|995-1879|complete	bla_subclass_B3: subclass B3 metallo-beta-lactamase	family
NF033103.1	bla_class_A	DLFM03_00544|S10_PEN_1|gene-3|-|1007-1879|complete	bla_class_A: class A beta-lactamase	family
NF033103.1	bla_class_A	DLFM03_00597|S09_ATM_6|gene-3|+|886-1869|complete	bla_class_A: class A beta-lactamase	family
NF012161.0	bla_class_D_main	DLFM03_00663|S08_ATM_18|gene-5|+|3835-4650|complete	bla_class_D_main: class D beta-lactamase	family
NF033085.1	bla_class_C	DLFM03_00756|S07_PEN_68|gene-3|+|876-2030|complete	bla_class_C: class C beta-lactamase	family
NF033105.1	bla_subclass_B3	DLFM03_00758|S07_CAZ_13|gene-4|-|2860-3774|complete	bla_subclass_B3: subclass B3 metallo-beta-lactamase	family
NF033085.1	bla_class_C	DLFM03_00794|S06_CTX_1|gene-2|-|1276-2451|complete	bla_class_C: class C beta-lactamase	family
NF033085.1	bla_class_C	DLFM03_00798|S06_PEN_19|gene-1|+|49-1224|complete	bla_class_C: class C beta-lactamase	family
NF033103.1	bla_class_A	DLFM03_00941|S05_CAZ_17|gene-2|+|1186-2067|complete	bla_class_A: class A beta-lactamase	family
NF033088.1	bla_subclass_B1	DLFM03_00949|S04_CAZ_14|gene-4|-|1607-2392|complete	bla_subclass_B1: subclass B1 metallo-beta-lactamase	family
NF033103.1	bla_class_A	DLFM03_00985|S04_FEP_1|gene-2|-|1040-2005|complete	bla_class_A: class A beta-lactamase	family
NF012161.0	bla_class_D_main	DLFM03_01021|S21_PEN_2|gene-2|+|451-1176|complete	bla_class_D_main: class D beta-lactamase	family
NF012228.1	RobA_TF	DLFM03_01042|S20_CHL_1|gene-2|-|583-1452|complete	RobA_TF: MDR efflux pump AcrAB transcriptional activator RobA	family
NF012174.0	tet_MFS_A_B_C_D	DLFM03_01060|S20_TGC_2|gene-2|-|334-1533|complete	tet_MFS_A_B_C_D: Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	variant
NF012174.0	tet_MFS_A_B_C_D	DLFM03_01069|S20_TET_7|gene-1|-|126-1301|complete	tet_MFS_A_B_C_D: Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	variant
NF033103.1	bla_class_A	DLFM03_01082|S20_PEN_42|gene-2|+|254-1261|complete	bla_class_A: class A beta-lactamase	family
NF012099.1	SubclassA2	DLFM03_01099|S20_PEN_44|gene-2|+|399-1289|complete	SubclassA2: class A beta-lactamase, subclass A2	family
NF033476.1	tet_destruct	DLFM03_01132|S20_TET_12|gene-3|+|690-1847|complete	tet_destruct: tetracycline destructase	family
NF033103.1	bla_class_A	DLFM03_01156|S20_PEN_27|gene-1|-|12-1121|complete	bla_class_A: class A beta-lactamase	family
NF012146.1	blaB-IND-MUS	DLFM03_01160|S20_CTX_1|gene-4|+|4657-5385|complete	blaB-IND-MUS: BlaB/IND/MUS family subclass B1 metallo-beta-lactamase	variant
NF033082.0	AAC_3	DLFM03_01174|S20_GEN_3|gene-3|+|581-1375|complete	AAC_3: aminoglycoside 3-N-acetyltransferase	gene
NF012174.0	tet_MFS_A_B_C_D	DLFM03_01192|S20_TET_26|gene-3|-|1753-2952|complete	tet_MFS_A_B_C_D: Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	variant
NF033083.0	AAC_3_I	DLFM03_01224|S20_TMP_172|gene-6|+|2655-3125|complete	AAC_3_I: AAC(3)-I family aminoglycoside N-acetyltransferase	variant
NF000491.1	chloram_CatA	DLFM03_01261|S19_CHL_3|gene-2|-|387-1031|complete	chloram_CatA: type A chloramphenicol O-acetyltransferase	gene
NF033095.1	bla_Bc_2	DLFM03_01269|S19_PIP_16|gene-1|-|273-1046|complete	bla_Bc_2: BcII family subclass B1 metallo-beta-lactamase	gene
NF033095.1	bla_Bc_2	DLFM03_01270|S19_TZP_6|gene-1|-|519-1292|complete	bla_Bc_2: BcII family subclass B1 metallo-beta-lactamase	gene
NF033103.1	bla_class_A	DLFM03_01308|S19_PIP_3|gene-2|+|286-1170|complete	bla_class_A: class A beta-lactamase	family
NF012099.1	SubclassA2	DLFM03_01345|S19_ATM_1|gene-1|-|63-956|complete	SubclassA2: class A beta-lactamase, subclass A2	family
NF033476.1	tet_destruct	DLFM03_01369|S19_TET_4|gene-2|-|596-1738|complete	tet_destruct: tetracycline destructase	family
NF033103.1	bla_class_A	DLFM03_01371|S19_PEN_4|gene-6|-|4248-5132|complete	bla_class_A: class A beta-lactamase	family
NF033105.1	bla_subclass_B3	DLFM03_01427|S19_FOX_1|gene-3|+|1676-2539|complete	bla_subclass_B3: subclass B3 metallo-beta-lactamase	family
NF000531.2	blaTEM	DLFM03_01435|S18_PEN_2|gene-2|+|759-1619|complete	blaTEM: TEM family class A beta-lactamase	gene
NF033103.1	bla_class_A	DLFM03_01443|S17_ATM_4|gene-2|+|285-1265|complete	bla_class_A: class A beta-lactamase	family
NF012099.1	SubclassA2	DLFM03_01459|S17_ATM_7|gene-2|-|268-1167|complete	SubclassA2: class A beta-lactamase, subclass A2	family
NF000331.1	trim_DfrB	DLFM03_01464|S17_TMP_94|gene-3|+|982-1218|complete	trim_DfrB: trimethoprim-resistant dihydrofolate reductase DfrB	gene
NF033085.1	bla_class_C	DLFM03_01471|S17_PEN_2|gene-3|-|2600-3775|complete	bla_class_C: class C beta-lactamase	family
NF033103.1	bla_class_A	DLFM03_01486|S17_CAZ_2|gene-6|-|4290-5255|complete	bla_class_A: class A beta-lactamase	family
NF012174.0	tet_MFS_A_B_C_D	DLFM03_01514|S17_TET_12|gene-2|+|1000-2202|complete	tet_MFS_A_B_C_D: Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	variant
NF033476.1	tet_destruct	DLFM03_01518|S17_TET_9|gene-2|+|378-1541|complete	tet_destruct: tetracycline destructase	family
NF033103.1	bla_class_A	DLFM03_01602|S17_ATM_6|gene-1|+|102-1130|complete	bla_class_A: class A beta-lactamase	family
NF012161.0	bla_class_D_main	DLFM03_01630|S16_PIP_2|gene-3|-|981-1874|complete	bla_class_D_main: class D beta-lactamase	family
NF033105.1	bla_subclass_B3	DLFM03_01644|S16_FOX_1|gene-2|+|104-991|complete	bla_subclass_B3: subclass B3 metallo-beta-lactamase	family
NF033085.1	bla_class_C	DLFM03_01651|S16_PIP_4|gene-3|+|1150-2343|complete	bla_class_C: class C beta-lactamase	family
NF012161.0	bla_class_D_main	DLFM03_01656|S16_PEN_4|gene-2|+|161-1588|complete	bla_class_D_main: class D beta-lactamase	family
NF012161.0	bla_class_D_main	DLFM03_01657|S16_PEN_3|gene-2|+|1193-2086|complete	bla_class_D_main: class D beta-lactamase	family
NF033082.0	AAC_3	DLFM03_01658|S16_GEN_8|gene-2|-|1136-1966|complete	AAC_3: aminoglycoside 3-N-acetyltransferase	gene
NF012099.1	SubclassA2	DLFM03_01702|S16_PEN_2|gene-3|-|2544-3506|complete	SubclassA2: class A beta-lactamase, subclass A2	family
NF012161.0	bla_class_D_main	DLFM03_01793|S16_TZP_2|gene-3|-|981-1874|complete	bla_class_D_main: class D beta-lactamase	family
NF000331.1	trim_DfrB	DLFM03_01796|S16_TMP_226|gene-1|-|166-402|complete	trim_DfrB: trimethoprim-resistant dihydrofolate reductase DfrB	gene
NF033103.1	bla_class_A	DLFM03_01820|S16_PEN_7|gene-2|+|1416-2384|complete	bla_class_A: class A beta-lactamase	family
NF033103.1	bla_class_A	DLFM03_01821|S16_PEN_1|gene-3|+|2228-3361|complete	bla_class_A: class A beta-lactamase	family
NF000331.1	trim_DfrB	DLFM03_01840|S16_TMP_194|gene-2|+|976-1212|complete	trim_DfrB: trimethoprim-resistant dihydrofolate reductase DfrB	gene
NF033082.0	AAC_3	DLFM03_01857|S15_GEN_3|gene-2|-|1157-1840|complete	AAC_3: aminoglycoside 3-N-acetyltransferase	gene
