Accession	family	query_name	Resfams_description	Ontology_Level
NF000224.3	AAC_6p_Acine	MEG_71|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_72|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000152.2	AAC_6p_A37	MEG_73|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_A37: AacA37 family aminoglycoside 6'-N-acetyltransferase	variant
NF033150.1	AAC_6p_A49	MEG_74|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_A49: aminoglycoside 6'-N-acetyltransferase AacA49	variant
NF000508.1	APH_2pp_Ia	MEG_75|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	APH_2pp_Ia: aminoglycoside O-phosphotransferase APH(2'')-Ia	variant
NF000224.3	AAC_6p_Acine	MEG_76|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_77|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_78|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_79|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_80|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_81|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_82|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000165.3	AAC_6p_Entco	MEG_83|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_84|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_85|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_86|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_87|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_89|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_90|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_91|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_92|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF033374.6	AAC_6p_Id	MEG_93|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Id: aminoglycoside N-acetyltransferase AAC(6')-Id	variant
NF000021.4	AAC_6p_Serra	MEG_94|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_95|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_96|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_97|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_98|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_99|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_100|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_101|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_102|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_103|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_104|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF033074.0	AAC_6p_Ib	MEG_105|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Ib: AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	variant
NF033074.0	AAC_6p_Ib	MEG_106|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Ib: AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	variant
NF000224.3	AAC_6p_Acine	MEG_107|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_108|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_109|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_110|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_111|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_112|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_113|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_114|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_115|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_116|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_117|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_118|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF000224.3	AAC_6p_Acine	MEG_119|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Acine: AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	family
NF033078.2	AAC_6p_Ia_fam	MEG_120|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Ia_fam: AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase	family
NF033078.2	AAC_6p_Ia_fam	MEG_121|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Ia_fam: AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase	family
NF012165.0	AAC_6p_set_A	MEG_122|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_set_A: aminoglycoside 6'-N-acetyltransferase	family
NF033077.0	AAC_6p_A30	MEG_123|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_A30: AacA30 family aminoglycoside 6'-N-acetyltransferase	variant
NF000225.3	AAC_6p_Strep	MEG_124|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Strep: aminoglycoside 6'-N-acetyltransferase	family
NF033074.0	AAC_6p_Ib	MEG_125|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Ib: AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	variant
NF000118.3	AAC_6p_A31	MEG_126|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_A31: aminoglycoside N-acetyltransferase AAC(6')-31	variant
NF000118.3	AAC_6p_A31	MEG_127|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_A31: aminoglycoside N-acetyltransferase AAC(6')-31	variant
NF000118.3	AAC_6p_A31	MEG_128|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_A31: aminoglycoside N-acetyltransferase AAC(6')-31	variant
NF012165.0	AAC_6p_set_A	MEG_129|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_set_A: aminoglycoside 6'-N-acetyltransferase	family
NF033074.0	AAC_6p_Ib	MEG_130|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Ib: AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	variant
NF012165.0	AAC_6p_set_A	MEG_131|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_set_A: aminoglycoside 6'-N-acetyltransferase	family
NF012165.0	AAC_6p_set_A	MEG_132|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_set_A: aminoglycoside 6'-N-acetyltransferase	family
NF000225.3	AAC_6p_Strep	MEG_133|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Strep: aminoglycoside 6'-N-acetyltransferase	family
NF000225.3	AAC_6p_Strep	MEG_134|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Strep: aminoglycoside 6'-N-acetyltransferase	family
NF000225.3	AAC_6p_Strep	MEG_135|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Strep: aminoglycoside 6'-N-acetyltransferase	family
NF033078.2	AAC_6p_Ia_fam	MEG_136|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Ia_fam: AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase	family
NF000165.3	AAC_6p_Entco	MEG_137|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_138|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_139|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_140|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_141|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_142|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_143|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_144|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000165.3	AAC_6p_Entco	MEG_145|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
NF000021.4	AAC_6p_Serra	MEG_146|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_147|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_148|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_149|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_150|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000021.4	AAC_6p_Serra	MEG_151|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Serra: aminoglycoside 6'-N-acetyltransferase	family
NF000165.3	AAC_6p_Entco	MEG_152|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC_6p_Entco: aminoglycoside N-acetyltransferase AAC(6')-Ii	family
